ID,JSON Key,Content Group,Context,Canonical Unit,English Source,Current Kannada,Claude Suggested Kannada,Reviewer Corrected Kannada,Status,Issue Types,Do Not Translate,Official Facts,Reviewer Notes,Source File,Source Line/Location
39,leadership[10].name,Leadership,Display sentence,,Sri R. Srinivas Raju - Practicing Civil Engineer [cite: 38],ಶ್ರೀ ಆರ್. ಶ್ರೀನಿವಾಸ್ ರಾಜು — ಅಭ್ಯಾಸ ಸಿವಿಲ್ ಎಂಜಿನಿಯರ್,ಶ್ರೀ ಆರ್. ಶ್ರೀನಿವಾಸ್ ರಾಜು — ಅಭ್ಯಾಸ ಸಿವಿಲ್ ಎಂಜಿನಿಯರ್,,Do Not Translate,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:70 kn:70 | leadership[10].name
40,leadership[11].role,Leadership,Name/title,,Leadership Member 5,Leadership Member 5,Leadership Member 5,,Needs Native Review,Exact English fallback (untranslated); English-only value (no Kannada),,,,kn.json / en.json,en:73 kn:73 | leadership[11].role
41,leadership[11].name,Leadership,Display sentence,,Sri M. K. Manohar - Renowned Chartered Accountant [cite: 39],ಶ್ರೀ ಎಂ. ಕೆ. ಮನೋಹರ್ — ಖ್ಯಾತ ಚಾರ್ಟರ್ಡ್ ಅಕೌಂಟೆಂಟ್,ಶ್ರೀ ಎಂ. ಕೆ. ಮನೋಹರ್ — ಖ್ಯಾತ ಚಾರ್ಟರ್ಡ್ ಅಕೌಂಟೆಂಟ್,,Do Not Translate,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:74 kn:74 | leadership[11].name
42,leadership[12].role,Leadership,Name/title,,Leadership Member 6,Leadership Member 6,Leadership Member 6,,Needs Native Review,Exact English fallback (untranslated); English-only value (no Kannada),,,,kn.json / en.json,en:77 kn:77 | leadership[12].role
43,leadership[12].name,Leadership,Display sentence,,Late Sri Narayana Raju - Renowned Academic Administrator [cite: 40],ದಿವಂಗತ ಶ್ರೀ ನಾರಾಯಣ ರಾಜು — ಖ್ಯಾತ ಶೈಕ್ಷಣಿಕ ಆಡಳಿತಗಾರ,ದಿವಂಗತ ಶ್ರೀ ನಾರಾಯಣ ರಾಜು — ಖ್ಯಾತ ಶೈಕ್ಷಣಿಕ ಆಡಳಿತಗಾರ,,Do Not Translate,Citation markers in English source,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:78 kn:78 | leadership[12].name
44,role_holders.ui.board_label,Role Holders / Trustees / HOD,Short label,,Board of Trustees,SVIT ಟ್ರಸ್ಟಿಗಳು,SVIT ಟ್ರಸ್ಟಿಗಳು,,Needs Native Review,,,,,kn.json / en.json,en:83 kn:260 | role_holders.ui.board_label
45,role_holders.principal.name,Role Holders / Trustees / HOD,Display sentence,,Dr. Manjunath T N,ಡಾ. ಮಂಜುನಾಥ್ ಟಿ ಎನ್,ಡಾ. ಮಂಜುನಾಥ್ ಟಿ ಎನ್,,Do Not Translate,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:86 kn:30 | role_holders.principal.name
46,role_holders.principal.title,Role Holders / Trustees / HOD,Heading,,Principal,ಪ್ರಾಂಶುಪಾಲರು,ಪ್ರಾಂಶುಪಾಲರು,,Needs Native Review,,,,,kn.json / en.json,en:- kn:264 | role_holders.principal.title
47,role_holders.principal.profile,Role Holders / Trustees / HOD,Narration paragraph,,"Dr. Manjunath T N leads SVIT with the motto 'Learn to Lead,' focusing on academic excellence, innovation, and student success. Under his leadership, SVIT emphasizes industry-aligned engineering and management education with strong links to VTU affiliation, AICTE recognition, NAAC 'A' grade, and NBA-accredited programs. He highlights student-centric teaching, dedicated faculty, and strong support for co-curricular activities and placements to make students industry-ready. His vision is to develop technically skilled, innovative, and socially responsible leaders who can navigate complexity with wisdom and humility. Through encouragement of research, internships, and entrepreneurship, he aims to transform students' aspirations into real achievements.","ಡಾ. ಮಂಜುನಾಥ್ ಟಿ ಎನ್ ಅವರು ಸಾಯಿ ವಿದ್ಯಾ ಇಂಜಿನಿಯರಿಂಗ್ ಕಾಲೇಜಿನ ಪ್ರಾಂಶುಪಾಲರು. ಇಂಜಿನಿಯರಿಂಗ್ ಶಿಕ್ಷಣ, ಸಂಶೋಧನಾ ಉತ್ತೇಜನೆ ಮತ್ತು ಸಂಸ್ಥೆಯ ಬೆಳವಣಿಗೆಯಲ್ಲಿ ಗಣನೀಯ ಕೊಡುಗೆ ನೀಡಿರುವ ಹಿರಿಯ ಶೈಕ್ಷಣಿಕ ಮತ್ತು ಆಡಳಿತಗಾರರು.","ಡಾ. ಮಂಜುನಾಥ್ ಟಿ ಎನ್ ಅವರು SVIT ನ ಪ್ರಾಂಶುಪಾಲರು. 'ನಾಯಕತ್ವವನ್ನು ಕಲಿಯಿರಿ' ಎಂಬ ಧ್ಯೇಯದೊಂದಿಗೆ ಶೈಕ್ಷಣಿಕ ಶ್ರೇಷ್ಠತೆ, ನಾವೀನ್ಯತೆ ಮತ್ತು ವಿದ್ಯಾರ್ಥಿ ಯಶಸ್ಸಿಗೆ ಒತ್ತು ನೀಡುತ್ತಾರೆ. VTU ಅಂಗಸಂಸ್ಥೆ, AICTE ಮಾನ್ಯತೆ, NAAC 'A' ದರ್ಜೆ ಮತ್ತು NBA ಮಾನ್ಯತೆ ಪಡೆದ ಕಾರ್ಯಕ್ರಮಗಳೊಂದಿಗೆ ಉದ್ಯಮ-ಆಧಾರಿತ ಶಿಕ್ಷಣವನ್ನು ಅವರು ಒತ್ತಿಹೇಳುತ್ತಾರೆ.",,AI Checked,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:88 kn:265 | role_holders.principal.profile
48,role_holders.vice_principal.name,Role Holders / Trustees / HOD,Display sentence,,Dr. Lakshminarayanachari K,ಡಾ. ಲಕ್ಷ್ಮಿನಾರಾಯಣಾಚಾರಿ ಕೆ,ಡಾ. ಲಕ್ಷ್ಮಿನಾರಾಯಣಾಚಾರಿ ಕೆ,,Do Not Translate,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:91 kn:268 | role_holders.vice_principal.name
49,role_holders.vice_principal.title,Role Holders / Trustees / HOD,Heading,,Vice Principal & Dean Academics,ಉಪ ಪ್ರಾಂಶುಪಾಲರು ಹಾಗೂ ಶೈಕ್ಷಣಿಕ ಡೀನ್,ಉಪ ಪ್ರಾಂಶುಪಾಲರು ಹಾಗೂ ಶೈಕ್ಷಣಿಕ ಡೀನ್,,Needs Native Review,,,,,kn.json / en.json,en:92 kn:269 | role_holders.vice_principal.title
50,role_holders.vice_principal.profile,Role Holders / Trustees / HOD,Narration paragraph,,"Dr. Lakshminarayanachari K serves as Vice Principal and Dean Academics at SVIT, supporting academic planning, curriculum implementation, and teaching quality enhancement, while also contributing to research and publications; he plays a key role in coordinating faculty, improving learning outcomes, and aligning academic processes with institutional goals and regulatory requirements.",ಡಾ. ಲಕ್ಷ್ಮಿನಾರಾಯಣಾಚಾರಿ ಕೆ ಅವರು ಎಸ್ವಿಐಟಿಯಲ್ಲಿ ಉಪ ಪ್ರಾಂಶುಪಾಲರು ಮತ್ತು ಶೈಕ್ಷಣಿಕ ಡೀನ್ ಆಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಾರೆ.,ಡಾ. ಲಕ್ಷ್ಮಿನಾರಾಯಣಾಚಾರಿ ಕೆ ಅವರು ಎಸ್ವಿಐಟಿಯಲ್ಲಿ ಉಪ ಪ್ರಾಂಶುಪಾಲರು ಮತ್ತು ಶೈಕ್ಷಣಿಕ ಡೀನ್ ಆಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಾರೆ.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:93 kn:270 | role_holders.vice_principal.profile
51,role_holders.trustees[0].name,Role Holders / Trustees / HOD,Display sentence,,Prof. M. R. Holla,Prof. M. R. Holla,Prof. M. R. Holla,,Do Not Translate,Exact English fallback (untranslated); English-only value (no Kannada),,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:38 kn:275 | role_holders.trustees[0].name
52,role_holders.trustees[0].display_name,Role Holders / Trustees / HOD,Name/title,,Prof. M. R. Holla,ಪ್ರೊ. ಎಂ. ಆರ್. ಹೊಳ್ಳ,ಪ್ರೊ. ಎಂ. ಆರ್. ಹೊಳ್ಳ,,Do Not Translate,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:38 kn:38 | role_holders.trustees[0].display_name
53,role_holders.trustees[0].designation,Role Holders / Trustees / HOD,Name/title,,Founder Trustee & President,ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಅಧ್ಯಕ್ಷರು,ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಅಧ್ಯಕ್ಷರು,,Needs Native Review,,,,,kn.json / en.json,en:100 kn:277 | role_holders.trustees[0].designation
54,role_holders.trustees[0].description,Role Holders / Trustees / HOD,Narration paragraph,,"Prof. M R Holla is a distinguished academician and recipient of the Karnataka Rajyothsava Award for Academic Excellence. With over 50 years of academic and administrative experience, he serves as the visionary leader and core architect of SVIT.",ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಅಧ್ಯಕ್ಷರು; 50+ ವರ್ಷದ ತಾಂತ್ರಿಕ ಶಿಕ್ಷಣ ಅನುಭವ ಹೊಂದಿದ ಗಣ್ಯ ಶಿಕ್ಷಣತಜ್ಞರು.,ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಅಧ್ಯಕ್ಷರು; 50+ ವರ್ಷದ ತಾಂತ್ರಿಕ ಶಿಕ್ಷಣ ಅನುಭವ ಹೊಂದಿದ ಗಣ್ಯ ಶಿಕ್ಷಣತಜ್ಞರು.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:101 kn:278 | role_holders.trustees[0].description
55,role_holders.trustees[0].tts_summary,Role Holders / Trustees / HOD,Narration paragraph,,"Prof. M R Holla is a distinguished academician and recipient of the Karnataka Rajyothsava Award for Academic Excellence. With over 50 years of academic and administrative experience, he serves as the visionary leader and core architect of SVIT.",ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಅಧ್ಯಕ್ಷರು; 50+ ವರ್ಷದ ತಾಂತ್ರಿಕ ಶಿಕ್ಷಣ ಅನುಭವ ಹೊಂದಿದ ಗಣ್ಯ ಶಿಕ್ಷಣತಜ್ಞರು.,ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಅಧ್ಯಕ್ಷರು; 50+ ವರ್ಷದ ತಾಂತ್ರಿಕ ಶಿಕ್ಷಣ ಅನುಭವ ಹೊಂದಿದ ಗಣ್ಯ ಶಿಕ್ಷಣತಜ್ಞರು.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:101 kn:278 | role_holders.trustees[0].tts_summary
56,role_holders.trustees[1].name,Role Holders / Trustees / HOD,Display sentence,,Dr. A. M. Padma Reddy,Dr. A. M. Padma Reddy,Dr. A. M. Padma Reddy,,Do Not Translate,Exact English fallback (untranslated); English-only value (no Kannada),,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:66 kn:285 | role_holders.trustees[1].name
57,role_holders.trustees[1].display_name,Role Holders / Trustees / HOD,Name/title,,Dr. A. M. Padma Reddy,ಡಾ. ಎ. ಎಂ. ಪದ್ಮಾ ರೆಡ್ಡಿ,ಡಾ. ಎ. ಎಂ. ಪದ್ಮಾ ರೆಡ್ಡಿ,,Do Not Translate,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:66 kn:66 | role_holders.trustees[1].display_name
58,role_holders.trustees[1].designation,Role Holders / Trustees / HOD,Name/title,,Founder Trustee & Vice President,,,,Needs Native Review,Empty Kannada value,,,,kn.json / en.json,en:110 kn:- | role_holders.trustees[1].designation
59,role_holders.trustees[1].description,Role Holders / Trustees / HOD,Narration paragraph,,"Dr. A M Padma Reddy is a renowned professor in Computer Science and Engineering and Dean of Student Affairs. He promotes quality education and encourages participation in sports, cultural, NSS, and NCC activities.",ಖ್ಯಾತ ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ವಿದ್ಯಾರ್ಥಿ ಕಲ್ಯಾಣಕ್ಕೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,ಖ್ಯಾತ ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ವಿದ್ಯಾರ್ಥಿ ಕಲ್ಯಾಣಕ್ಕೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,,Needs Native Review,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:111 kn:288 | role_holders.trustees[1].description
60,role_holders.trustees[1].tts_summary,Role Holders / Trustees / HOD,Narration paragraph,,"Dr. A M Padma Reddy is a renowned professor in Computer Science and Engineering and Dean of Student Affairs. He promotes quality education and encourages participation in sports, cultural, NSS, and NCC activities.",ಖ್ಯಾತ ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ವಿದ್ಯಾರ್ಥಿ ಕಲ್ಯಾಣಕ್ಕೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,ಖ್ಯಾತ ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ವಿದ್ಯಾರ್ಥಿ ಕಲ್ಯಾಣಕ್ಕೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,,Needs Native Review,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:111 kn:288 | role_holders.trustees[1].tts_summary
61,role_holders.trustees[2].name,Role Holders / Trustees / HOD,Display sentence,,Sri R. Srinivas Raju,Sri R. Srinivas Raju,Sri R. Srinivas Raju,,Do Not Translate,Exact English fallback (untranslated); English-only value (no Kannada),,,,kn.json / en.json,en:70 kn:295 | role_holders.trustees[2].name
62,role_holders.trustees[2].display_name,Role Holders / Trustees / HOD,Name/title,,Sri R. Srinivas Raju,ಶ್ರೀ ಆರ್. ಶ್ರೀನಿವಾಸ್ ರಾಜು,ಶ್ರೀ ಆರ್. ಶ್ರೀನಿವಾಸ್ ರಾಜು,,Do Not Translate,,,,,kn.json / en.json,en:70 kn:70 | role_holders.trustees[2].display_name
63,role_holders.trustees[2].designation,Role Holders / Trustees / HOD,Name/title,,Managing Trustee & Secretary,ಟ್ರಸ್ಟಿ. ಅಭ್ಯಾಸ ನಾಗರಿಕ ಎಂಜಿನಿಯರ್,ಟ್ರಸ್ಟಿ. ಅಭ್ಯಾಸ ನಾಗರಿಕ ಎಂಜಿನಿಯರ್,,Needs Native Review,,,,,kn.json / en.json,en:120 kn:297 | role_holders.trustees[2].designation
64,role_holders.trustees[2].description,Role Holders / Trustees / HOD,Narration paragraph,,Sri R Srinivas Raju is a serial entrepreneur with over 30 years of experience in infrastructure and business development. His industry insights strengthen SVIT's practical approach to engineering education.,ಟ್ರಸ್ಟಿ. ಅಭ್ಯಾಸ ನಾಗರಿಕ ಎಂಜಿನಿಯರ್; ಆಡಳಿತ ಮತ್ತು ಮೂಲಸೌಕರ್ಯ ದೃಷ್ಟಿಕೋನಕ್ಕೆ ಕೊಡುಗೆ.,ಟ್ರಸ್ಟಿ. ಅಭ್ಯಾಸ ನಾಗರಿಕ ಎಂಜಿನಿಯರ್; ಆಡಳಿತ ಮತ್ತು ಮೂಲಸೌಕರ್ಯ ದೃಷ್ಟಿಕೋನಕ್ಕೆ ಕೊಡುಗೆ.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:121 kn:298 | role_holders.trustees[2].description
65,role_holders.trustees[2].tts_summary,Role Holders / Trustees / HOD,Narration paragraph,,Sri R Srinivas Raju is a serial entrepreneur with over 30 years of experience in infrastructure and business development. His industry insights strengthen SVIT's practical approach to engineering education.,ಟ್ರಸ್ಟಿ. ಅಭ್ಯಾಸ ನಾಗರಿಕ ಎಂಜಿನಿಯರ್; ಆಡಳಿತ ಮತ್ತು ಮೂಲಸೌಕರ್ಯ ದೃಷ್ಟಿಕೋನಕ್ಕೆ ಕೊಡುಗೆ.,ಟ್ರಸ್ಟಿ. ಅಭ್ಯಾಸ ನಾಗರಿಕ ಎಂಜಿನಿಯರ್; ಆಡಳಿತ ಮತ್ತು ಮೂಲಸೌಕರ್ಯ ದೃಷ್ಟಿಕೋನಕ್ಕೆ ಕೊಡುಗೆ.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:121 kn:298 | role_holders.trustees[2].tts_summary
66,role_holders.trustees[3].name,Role Holders / Trustees / HOD,Display sentence,,Prof. R. C. Shanmukha Swamy,Prof. R. C. Shanmukha Swamy,Prof. R. C. Shanmukha Swamy,,Do Not Translate,Exact English fallback (untranslated); English-only value (no Kannada),,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:62 kn:305 | role_holders.trustees[3].name
67,role_holders.trustees[3].display_name,Role Holders / Trustees / HOD,Name/title,,Prof. R. C. Shanmukha Swamy,ಪ್ರೊ. ಆರ್. ಸಿ. ಶಣ್ಮುಖಸ್ವಾಮಿ,ಪ್ರೊ. ಆರ್. ಸಿ. ಶಣ್ಮುಖಸ್ವಾಮಿ,,Do Not Translate,,,"Numbers, names and titles must remain unchanged",,kn.json / en.json,en:62 kn:306 | role_holders.trustees[3].display_name
68,role_holders.trustees[3].designation,Role Holders / Trustees / HOD,Name/title,,Founder Trustee & Joint Secretary,,ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ ಮತ್ತು ಕಾರ್ಯದರ್ಶಿ,,Needs Native Review,Empty Kannada value,,,,kn.json / en.json,en:130 kn:- | role_holders.trustees[3].designation
69,role_holders.trustees[3].description,Role Holders / Trustees / HOD,Narration paragraph,,"Prof. R C Shanmukha Swamy brings extensive academic and administrative expertise, contributing to SVIT's policies and strategic direction with decades of educational experience.",ಖ್ಯಾತ ಎಲೆಕ್ಟ್ರಿಕಲ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ಆಡಳಿತ ಶ್ರೇಷ್ಠತೆಗೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,ಖ್ಯಾತ ಎಲೆಕ್ಟ್ರಿಕಲ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ಆಡಳಿತ ಶ್ರೇಷ್ಠತೆಗೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:131 kn:308 | role_holders.trustees[3].description
70,role_holders.trustees[3].tts_summary,Role Holders / Trustees / HOD,Narration paragraph,,"Prof. R C Shanmukha Swamy brings extensive academic and administrative expertise, contributing to SVIT's policies and strategic direction with decades of educational experience.",ಖ್ಯಾತ ಎಲೆಕ್ಟ್ರಿಕಲ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ಆಡಳಿತ ಶ್ರೇಷ್ಠತೆಗೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,ಖ್ಯಾತ ಎಲೆಕ್ಟ್ರಿಕಲ್ ಪ್ರೊಫೆಸರ್ ಮತ್ತು ಆಡಳಿತ ಶ್ರೇಷ್ಠತೆಗೆ ಸಮರ್ಪಿತ ಸ್ಥಾಪಕ ಟ್ರಸ್ಟಿ.,,Needs Native Review,,"SVIT, VTU, CSE, AIML, ISE, ECE, MBA, KCET, KEA, COMEDK, CAT, MAT, XAT, CMAT, KMAT, PGCET, AICTE, NAAC, NBA, NSS, NCC, TCS, Infosys, Amazon, SSP, NSP, IT, HR, IoT, VLSI, NEP-2020, Ph.D., R&D","Numbers, names and titles must remain unchanged",,kn.json / en.json,en:131 kn:308 | role_holders.trustees[3].tts_summary
